Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:24.094,-1,-1,-1,-2,-4,-1,-12,0
2025-05-16 14:04:24.108,-1,-1,-1,-2,-4,-1,-12,0
2025-05-16 14:04:24.123,-1,2,2,1,-1,-3,0,0
2025-05-16 14:04:24.135,-1,2,2,1,-1,-3,0,0
2025-05-16 14:04:24.150,0,-1,-1,1,0,-4,-4,-2
2025-05-16 14:04:24.164,0,-2,-2,-3,-2,-5,3,-1
2025-05-16 14:04:24.178,-2,0,0,0,1,5,6,0
2025-05-16 14:04:24.192,-2,0,0,0,1,5,6,0
2025-05-16 14:04:24.206,-1,0,0,-2,-1,2,6,0
2025-05-16 14:04:24.219,1,-1,0,2,1,3,1,-1
2025-05-16 14:04:24.233,1,-1,0,2,1,3,1,-1
2025-05-16 14:04:24.250,-2,0,1,3,-1,-1,5,1
2025-05-16 14:04:24.266,0,-2,-3,-4,-1,-5,1,-2
2025-05-16 14:04:24.281,-1,-2,0,5,0,1,-1,0
2025-05-16 14:04:24.295,-1,-1,-2,-3,-1,-3,-1,0
2025-05-16 14:04:24.309,-1,-1,-2,-3,-1,-3,-1,0
2025-05-16 14:04:24.322,-1,0,0,-1,1,5,-3,-3
2025-05-16 14:04:24.337,-1,0,0,-1,1,5,-3,-3
2025-05-16 14:04:24.350,-2,-1,-3,-2,-1,-1,3,0
2025-05-16 14:04:24.364,0,-1,1,3,-1,-2,-3,-2
2025-05-16 14:04:24.378,-1,0,-1,-5,-1,3,-3,-1
2025-05-16 14:04:24.392,-1,0,-1,-5,-1,3,-3,-1
2025-05-16 14:04:24.405,0,-1,2,1,-2,-2,-1,-1
2025-05-16 14:04:24.421,1,1,3,4,-1,-4,6,1
2025-05-16 14:04:24.433,1,1,3,4,-1,-4,6,1
2025-05-16 14:04:24.447,0,-1,1,-9,-2,-2,-4,-1
2025-05-16 14:04:24.461,0,-1,1,-9,-2,-2,-4,-1
2025-05-16 14:04:24.475,-2,-1,-2,2,0,3,7,-2
2025-05-16 14:04:24.489,0,-2,-1,0,-1,1,1,-1
2025-05-16 14:04:24.503,-2,0,-2,-3,-1,-5,-15,-2
2025-05-16 14:04:24.517,0,0,-1,1,-1,-1,4,0
2025-05-16 14:04:24.530,0,0,-1,3,0,-3,1,-1
2025-05-16 14:04:24.545,1,0,3,0,-2,3,8,0
